cosine_alignment,distance_reduction,episode_index,frame_index,mean_native_separation_l2,native_action_hash_distinct_count,native_video_trace_hash_distinct_count,normalized_final_distance,normalized_projection,orthogonal_residual,prompt,retrieval_accuracy_off_diagonal,retrieval_accuracy_tie_fraction,self_replay_maximum_error,state_id,state_index,task_family
0.999674754202848,0.9752758693565585,38079,74,1.8969445397772846,4,4,0.02472413064344162,1.003059865644026,0.024002745625707627,Take the stuffed pineapple and put it on the tray,1.0,1.0,0.0,droid_episode_038079_frame_000074,13,take
0.9920370114193728,0.8861200803984423,7416,134,1.0951850748502139,4,4,0.11387991960155759,0.9809509449561381,0.11024066317506558,Take the blue cup out of the sink and put it on the right side of the counter,1.0,1.0,0.0,droid_episode_007416_frame_000134,14,take
0.9813041541384399,0.822504347802156,37602,148,1.9989443131150075,4,4,0.17749565219784372,0.992347824127719,0.17486648001086427,Open the top right cabinet door,1.0,1.0,0.0,droid_episode_037602_frame_000148,15,open
0.9950318157074847,0.9017122727691302,32588,101,1.2901778426374253,4,4,0.09828772723086975,0.9848689779133192,0.09661518774933954,Open the door,1.0,1.0,0.0,droid_episode_032588_frame_000101,16,open
0.9991292641932986,0.9615160004437645,19166,104,2.5041689423205047,4,4,0.03848399955623549,0.9972750740370596,0.03806300061113125,Open the left cupboard,1.0,1.0,0.0,droid_episode_019166_frame_000104,17,open
0.9983221067124068,0.9421572255326489,25075,57,1.5297327621533687,4,4,0.057842774467351005,0.9899734807382591,0.056336890076237156,Place the bottle on the blue box,1.0,1.0,0.0,droid_episode_025075_frame_000057,18,place
0.9964669646923463,0.9309975438024557,44305,165,2.44099181153427,4,4,0.06900245619754432,0.9931974905314965,0.06849513590441045,"Place the remote on the table, then turn it around",1.0,1.0,0.0,droid_episode_044305_frame_000165,19,place
0.9991238596541582,0.9584718903218548,48372,95,3.201419051546864,4,4,0.0415281096781453,0.9970884577145608,0.04022621895889182,Place the yellow paper on the desk shelf,1.0,1.0,0.0,droid_episode_048372_frame_000095,20,place
0.9979430950525008,0.9371733178685117,6011,178,0.6796877759841394,4,4,0.06282668213148816,0.9962338424028524,0.06242898531358639,Use the spatula to stir the contents in the bowl,1.0,1.0,0.0,droid_episode_006011_frame_000178,21,use
0.9943516749635029,0.9062280342345691,51025,156,0.8497929129362856,4,4,0.09377196576543068,1.0007027155973007,0.09317960969235528,Use the knife shovel to stir the contents of the bowl,1.0,1.0,0.0,droid_episode_051025_frame_000156,22,use
0.9962315519954942,0.913819289597491,19839,146,1.420991191097526,4,4,0.08618071040250891,0.9831858796378007,0.08091991079906767,Use the white napkin to wipe the right side of the counter.,1.0,1.0,0.0,droid_episode_019839_frame_000146,23,use
0.994757975745992,0.8985883383233304,22570,68,1.2169649715662612,4,4,0.10141166167666966,0.9663795518234481,0.09507804576574692,Turn the first knob from the right to the right.,1.0,1.0,0.0,droid_episode_022570_frame_000068,24,turn
0.996711471349625,0.9256475618791974,23493,59,0.7996414911061893,4,4,0.07435243812080265,0.9967058609430289,0.0734133798178926,Turn off the switch on the coffee maker,1.0,1.0,0.0,droid_episode_023493_frame_000059,25,turn
0.9973335521775413,0.9364795524422252,50050,130,2.119925547766852,4,4,0.0635204475577747,0.9955836267162993,0.06292209397258092,Turn off the faucet,1.0,1.0,0.0,droid_episode_050050_frame_000130,26,turn
0.9959348276189033,0.9194125472705466,42965,72,0.6813515954041379,4,4,0.0805874527294533,0.9800134466255859,0.07749814987128308,Press the left button of the gaming console,1.0,1.0,0.0,droid_episode_042965_frame_000072,27,press
0.9535085797482469,0.702044830269373,43719,60,0.3472187377496742,4,4,0.2979551697306269,0.9235291578078882,0.2781934407647631,Press a button on the bottom part of the coffee maker,1.0,1.0,0.0,droid_episode_043719_frame_000060,28,press
0.9908136115688296,0.876304186591232,19784,61,0.6605416636926383,4,4,0.12369581340876812,0.979879919605561,0.11572595777362221,Press the microwave lower button,1.0,1.0,0.0,droid_episode_019784_frame_000061,29,press
